iid	model	creator	title	date	department
und:ff365427r23	Etd	Meggan Evelyn Valrance	Role of the Vitamin D Receptor in 1,25-Dihydroxyvitamin D3-Mediated Growth Arrest and Apoptosis	2008-09-09	University of Notre Dame::College of Engineering::Biological Sciences
und:ff365427r3f	Etd	Lai Wei	Bandwidth-Efficient Partnering for Cooperative Diversity	2011-08-26	University of Notre Dame::College of Engineering::Electrical Engineering
und:ff365427r0d	Etd	Nadine Shillingford	A Framework for Configuration and Management of Quality-of-Service (QoS) in Wireless Mesh Networks	2010-10-22	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:ff365427q8v	Etd	Nicholas Alan Lynchard	Addictive Substance Familiarity: Prior Knowledge Effects in Comprehension and Recall	2010-12-20	University of Notre Dame::College of Arts and Letters::Psychology
und:ff365427q96	Etd	Benjamin Chleboun	Negotiated Gratitude: Resettled Refugees and Social Support	2015-06-05	University of Notre Dame::College of Arts and Letters::Sociology
und:ff365427q65	Etd	Iris Amy Law	Physics at the Dinner Table	2010-10-13	University of Notre Dame::College of Arts and Letters::English
und:ff365427r85	Etd	Rui Ma	Apoptosis of Breast and Colon Carcinoma Cells by Inhibitors of Glycolipid and DNA Biosynthesis	2007-12-14	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:ff365427r7t	Etd	Srinath Puducheri Sundaravaradhan	Distributed LT Codes	2008-03-19	University of Notre Dame::College of Engineering::Electrical Engineering
und:ff365427s0q	Etd	Xiaofei Cui	Destruction of Escherichia coli in Combined Sewer Overflow by Ultrasonication and Electrochemical Processes	2010-10-26	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:ff365427s8g	Etd	Bryant Crubaugh	Not All Civic Action Is Equal: How Place-Based and Identity-Based Civic Organizations Differentially Impact Neighborhoods and Cities		University of Notre Dame::College of Arts and Letters::Sociology
und:ff365427t32	Etd	Aryanne D. de Silva	Marital Conflict Exposure and Emotional Security as Predictors of Adolescents' Dating Conflict		University of Notre Dame::College of Arts and Letters::Psychology
und:fj23611108p	Etd	Elaine MacDonald	Low Energy Orthopedic Instruments and Fixation Strategies	2014-05-02	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:fj23611105n	Etd	Xiangning Luo	Resistive CrOx Thin Film for Single-electron Devices	2005-04-15	University of Notre Dame::College of Engineering::Electrical Engineering
und:fj23611103z	Etd	Ryan N. Lichtenwalter	Network Analysis and Link Prediction: Effective and Meaningful Modeling and Evaluation	2012-03-16	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:fj236111049	Etd	Pedro Sztybel	Automatic Shifts of Spatial Attention to Symbolic Cues that Convey Information About Direction and Distance	2015-04-23	University of Notre Dame::College of Arts and Letters::Psychology
und:fj23611117n	Etd	Garrett Smith	The Problem of Divine Attributes from Thomas Aquinas to Duns Scotus	2013-12-12	University of Notre Dame::Centers and Institutes::Medieval Institute
und:fj236111169	Etd	Joseph Bartholomew Gianino	Development of Titanocene-Catalyzed Multicomponent Coupling Reactions	2014-12-11	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fn106w9491p	Etd	Qingmin Liu	Tunnel Diode/Transistor Integrated Circuits	2008-03-19	University of Notre Dame::College of Engineering::Electrical Engineering
und:fn106w9490b	Etd	Jogender Singh	Role of the ARF6 GTPase in Epithelial Gland Morphogenesis	2007-09-13	University of Notre Dame::College of Engineering::Biological Sciences
und:fn106w9488s	Etd	Kathryn Lynn Gardner	Constructing and Deconstructing Islam in the Western State:   A Comparative Look at the Politicization of Religion in France, Great Britain, and the United States, 1945-2008	2010-10-13	University of Notre Dame::College of Arts and Letters::Political Science
und:fn106w94921	Etd	Patricia Snell Herzog	People in Context: Perceptions of Social Dissonance and Community Involvement	2011-06-16	University of Notre Dame::College of Arts and Letters::Sociology
und:fn106w9487f	Etd	Zhanwei Sun	Design and Implementation of Sequence Detection Algorithms for Dynamic Spectrum Access Networks	2010-10-18	University of Notre Dame::College of Engineering::Electrical Engineering
und:fn106w9493c	Etd	David Alan Cieslak	Finding Problems In, Proposing Solutions to, and Performing Analysis on Imbalanced Data	2009-07-08	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:fn106w94952	Etd	Melinda Nielsen	Impersonating Boethius in Middle English Literature	2011-09-21	University of Notre Dame::College of Arts and Letters::English
und:fn106w9499f	Etd	James Buckingham Leighton	Pressure and Diffusion Driven Bubble Growth on a Static Surface	2010-12-22	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:fn106w9494q	Etd	Travis A Eisenhour	Experimental and Numerical Investigations of the Bending Characteristics of Laminated Steel	2008-07-30	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:fn106w94b0n	Etd	Ivan Gregoretti	Modeling Microtubule Dynamic Instability	2007-12-13	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fn106w9496d	Etd	Jennifer Rose Stutzman Rodriguez	The Ethics of War and Peace: Competing Traditions	2012-08-07	University of Notre Dame::College of Arts and Letters::Philosophy
und:fn106w94b10	Etd	Elijah Park	Flight Manifest	2010-10-13	University of Notre Dame::College of Arts and Letters::English
und:fn106w94b2b	Etd	Martin Beisswenger	Petr Nikolaevich Savitskii (1895 åÐ 1968) and the Invention of "Eurasia"	2010-10-25	University of Notre Dame::College of Arts and Letters::History
und:fn106w94c19	Etd	Mohamed Wajdi Ben Hammed	On Postcolonial Libya: The Structure of Ambivalence and the Ambivalence of the Structure in Hisham Matar's <em>In the Country of Men </em>		University of Notre Dame::College of Arts and Letters::English
und:fn106w94d1m	Etd	Kyle Heintz	Experimental Investigation on the Effects of Non-cyclical Frequency and Amplitude Variation on Dynamic Stall		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:fq977s77j52	Etd	Yue Li	Understanding the Molecular Mechanisms of Renal Progenitor Patterning During Zebrafish Nephrogenesis	2015-03-26	University of Notre Dame::College of Engineering::Biological Sciences
und:fq977s77j6d	Etd	Robert Lester	Three Essays in Macroeconomics	2015-04-23	University of Notre Dame::College of Arts and Letters::Economics
und:fq977s77k0n	Etd	Jakob Joseph Ollinger	Popocalypse Now: The rise of the Boy-Men in Pop Culture	2015-01-20	University of Notre Dame::College of Arts and Letters::Art, Art History, and Design
und:fq977s77k8d	Etd	Dugald John MacDougall	Self-Assembly of Extended Networks from Molecular Lithium and Sodium Complexes	2005-10-19	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fq977s77k9r	Etd	Elizabeth Hope Blodgett	Marital Conflict and Mothers' Responsive Parenting Practices as Mediators of the Relation between Maternal Emotional Distress and Adolescent Adjustment	2010-09-30	University of Notre Dame::College of Arts and Letters::Psychology
und:ft848p60v68	Etd	Changjun Zhou	The Effect of Additives and Processing Conditions on Properties of Sintered Mesocarbon Microbeads	2008-09-09	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:ft848p60v7m	Etd	Raú l Erick Juá rez Hernández	A Convergent Approach for the Syntheses of Sideromycins: Mycobactin T and Gallioxamine B Conjugates	2012-07-23	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:ft848p60v4k	Etd	Eloy Garcia	Model-Based Control over Networks: Architecture and Performance	2012-06-25	University of Notre Dame::College of Engineering::Electrical Engineering
und:ft848p60v5x	Etd	Annalia Palumbo	Alpha-Capture and Alpha-Elastic Scattering on P-Nuclei to Probe the Hauser-Feshbach Framework	2009-07-08	University of Notre Dame::College of Science::Physics
und:ft848p60v2w	Etd	Philip W. Snowberger	Sub-Identities:  A Hierarchical Identity Model for Practical Containment	2010-12-20	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:ft848p60t90	Etd	Ryan Joseph Downey	Maw Maw	2010-10-18	University of Notre Dame::College of Arts and Letters::English
und:ft848p60v37	Etd	Bradford Ray Houston	The Marketplace as a Vehicle for Social and Economic Revitalization: A New Market Hall for LaGrange, Georgia	2006-05-15	
und:ft848p60w26	Etd	RaviKiran Gopalan	Practicable Schemes for Multi-User Networks	2007-12-14	University of Notre Dame::College of Engineering::Electrical Engineering
und:ft848p60w3j	Etd	Michaela Marie Logue	Sound Generation and Scattering in Turbofan Engines	2010-10-11	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:ft848p60w1v	Etd	William L Towns	Impact of Transfected Cytoplasmic Dynein Intermediate Chain on Dynein-Based Transport	2008-07-18	University of Notre Dame::College of Engineering::Biological Sciences
und:ft848p60v8z	Etd	Minjun Yan	Electric Field Detection by Electrostatic Force Microscopy for Clocking Quantum-Dot Cellular Automata Molecules	2006-07-31	University of Notre Dame::College of Engineering::Electrical Engineering
und:ft848p60x8k	Etd	Emma Vanhoozer	Problems in Poetics: Robert Creeley in Theory and in Practice		University of Notre Dame::College of Arts and Letters::English
und:ft848p61j5d	Etd	Sara Fathipour	Electric Double Layer Doping and Process Development for Transition-Metal-Dichalcogenide Tunnel Field-Effect Transistors		University of Notre Dame::College of Engineering::Electrical Engineering
und:fx719k44380	Etd	Gaurav Nigam	Base Station Cooperation in Downlink Heterogeneous Cellular Networks	2015-04-27	University of Notre Dame::College of Engineering::Electrical Engineering
und:fx719k4439b	Etd	Paul A. Brink	The Idea of a Pluralist Politics: Pluralism and Consensus in John Rawls's <i>Political Liberalism</i>	2005-04-25	University of Notre Dame::College of Arts and Letters::Political Science
und:fx719k4441w	Etd	Ginger E. Sigmon	Crystal Chemistry of Early Actinides (Thorium, Uranium, and Neptunium) and Uranium Mesoporous Materials	2010-10-11	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:fx719k4437n	Etd	James Russell Johnson	Targeted Delivery of Molecular Cargo and Fluorescent Bioimaging Agents	2010-12-16	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fx719k4450v	Etd	Christopher Joseph Fennell	Development of Molecular Dynamics Techniques for the Study of Water and Biochemical Systems	2008-07-17	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:fx719k44427	Etd	Bahman Aboulhasanzadeh	Multiscale Computations of Mass Transfer in Bubbly Flows	2014-05-07	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:fx719k4455k	Etd	Erik A. Koenke	Paul's Divided Patrimony: How Early Christian Commentators on Galatians Shaped The Reformation Debate Over Justification By Faith Alone	2014-09-18	University of Notre Dame::Centers and Institutes::Medieval Institute
und:fx719k44516	Etd	Sinead Howley	Cloning and Characterization of Zebrafish Lengsin: A Lens-Specific Gene Expressed in Differentiating Secondary Fiber Cells	2006-12-05	University of Notre Dame::College of Science::Biological Sciences
und:fx719k4464j	Etd	Allison E. Murphy	Living Well with Others: Aristotle on Friendship		University of Notre Dame::College of Arts and Letters::Philosophy
und:g158bg27d7b	Etd	Erin R. Hurley	S-Block Metal Amide Complexes and Enolization Reactions	2010-10-07	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:g158bg27d49	Etd	Angela Nardoni Laws	Effects of abiotic conditions and herbivore density on tritrophic interactions in an old field food chain	2008-09-02	University of Notre Dame::College of Engineering::Biological Sciences
und:g158bg27d8p	Etd	Michael Eugene Morris	The Unity of Identity and Difference as the Ontological Basis of Hegel's Social and Political Philosophy	2010-12-08	University of Notre Dame::College of Arts and Letters::Philosophy
und:g158bg27d60	Etd	Kyle Pettijohn	Causality and Expectedness in Establishing Event Boundaries	2014-07-21	University of Notre Dame::College of Arts and Letters::Psychology
und:g158bg27d18	Etd	Sophia Meyers	Giambattista Tiepolo: His Representations of the Sacrifice of Iphigenia and His Self-Identification with the Classical History Painter Timanthes	2010-10-18	University of Notre Dame::College of Arts and Letters::Art, Art History, and Design
und:g158bg27d5n	Etd	Peter Michael LoGiudice	Humanism and the Classical: The Expansion of the Art Institute of Chicago	2006-05-15	
und:g158bg27f4m	Etd	Jonathan Juilfs	Creative and Daring Spaces in Speculative Theology: Literary Strategies for Doctrinal Self-Authorization in Julian of Norwich's <i>A Revelation of Love</i> and Marguerite Porete's <i>The Mirror of Simple Souls</i>	2010-12-15	University of Notre Dame::Centers and Institutes::Medieval Institute
und:g158bg27f5z	Etd	MarÌ_a Alejandra Armesto	Territorial Control and Particularistic Spending: The Provision of Local Public Goods by Subnational Governments in Mexico and Argentina	2010-10-12	University of Notre Dame::College of Arts and Letters::Political Science
und:g158bg27f07	Etd	Chad David Meyer	Computational Models of Molecular Clouds -- Connection with Observation and Theory	2014-10-06	University of Notre Dame::College of Science::Physics
und:g158bg27d91	Etd	Joshua P. Yoder	Representatives of Roman Rule: Roman Governors in Luke-Acts	2012-07-20	University of Notre Dame::College of Arts and Letters::Theology
und:g158bg27f38	Etd	Sean Gregory Harmeyer	Acceleration Capability Analysis as a Development Tool for Motion Control of Legged Robotic Systems	2006-12-21	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:g158bg27g9n	Etd	Salvatore Buonocore	An Application of Fractional Calculus to Anomalous Diffusion and Imaging in Inhomogeneous Media		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
